打	7425902
把	7408522
应	7318906
区	7300515
气	7273317
期	7255978
常	7244775
并	7200471
品	7174784
网	7012482
目	7012242
二	6953530
别	6952074
又	6933273
表	6862696
数	6830374
提	6828757
司	6681925
觉	6627244
量	6606369
西	6595304
活	6565198
东	6552036
见	6550341
及	6512594
利	6512337
物	6439314
口	6425262
几	6422928
安	6420380
少	6415219
元	6406732
向	6386620
民	6382416
再	6378994
特	6342693
十	6321546
或	6239885
原	6238060
基	6229715
路	6202903
制	6174416
解	6157779
门	6151013
直	6111331
系	6092001
海	6085949
务	6071118
怎	6063205
员	6051387
才	6048962
计	6040380
报	6023626
教	6016701
万	6008385
风	5990287
何	5986993
保	5951688
交	5929315
接	5895245
儿	5861293
价	5803085
建	5748063
管	5739184
走	5710442
候	5695400
色	5660341
爱	5593911
该	5586422
代	5561986
由	5552664
流	5544821
眼	5509618
台	5472920
至	5446757
处	5387509
受	5366983
白	5339851
放	5338694
神	5326046
变	5325135
先	5308819
总	5274880
结	5268531
使	5266614
太	5264976
声	5242668
师	5234124
任	5230835
影	5227958
式	5220131
军	5196860
战	5191132
每	5167722
完	5162475
记	5126022
强	5069756
展	5067000
设	5059013
单	5022740
线	5000938
友	4973387
光	4967438
收	4959806
考	4940304
件	4939123
认	4922223
科	4921968
程	4919039
今	4913439
政	4900818
山	4889146
格	4863214
世	4851487
城	4807802
带	4787328
服	4786663
南	4781349
各	4768855
商	4756049
马	4754337
张	4686234
男	4662192
联	4649106
吧	4627471
立	4623561
据	4618806
北	4609573
笑	4598962
边	4594730
清	4594695
四	4593361
投	4591490
快	4585470
股	4581151
持	4581065
吗	4574079
游	4566573
注	4564275
孩	4539814
空	4531774
非	4523205
近	4506763
指	4492118
斯	4462175
难	4399401
吃	4374683
选	4350179
运	4344523
房	4335431
啊	4324079
王	4318785
像	4316625
需	4298797
听	4271506
转	4259516
微	4243518
住	4230303
号	4210135
始	4192528
传	4191367
队	4186361
求	4177321
视	4171768
球	4166303
书	4159600
周	4153692
反	4146110
级	4134488
却	4131145
社	4113951
证	4096147
术	4085312
专	4080426
容	4079754
达	4053009
请	4025620
统	4002487
告	3996620
花	3990061
易	3973985
类	3946309
望	3918412
界	3918052
院	3917285
整	3896682
调	3895231
费	3888675
答	3869012
华	3861428
示	3860175
乐	3858849
便	3847251
技	3833087
息	3823439
办	3814275
算	3806386
尔	3795383
呢	3779274
布	3774834
且	3762888
较	3750258
越	3748223
死	3732939
思	3732312
论	3723100
质	3699101
深	3688230
它	3682333
导	3677822
拉	3645826
型	3626821
士	3607659
标	3601804
改	3599441
哪	3591482
精	3589082
红	3575452
喜	3575279
创	3553920
规	3553615
形	3550656
步	3548628
片	3536626
推	3536127
找	3528864
跟	3513891
准	3491027
消	3486486
医	3484130
条	3480666
造	3478126
五	3466393
图	3457843
备	3451838
连	3451746
增	3447502
功	3442232
克	3441543
装	3436423
站	3432188
语	3429034
首	3427556
钱	3424042
观	3419928
欢	3392488
确	3364438
试	3363331
包	3358512
决	3356700
轻	3343253
星	3330132
节	3328942
未	3325645
复	3314053
宝	3312306
买	3310215
媒	3306853
众	3299341
林	3298288
校	3293534
干	3274592
德	3262127
亲	3258756
领	3254016
客	3253417
广	3245699
取	3236264
习	3233945
议	3230193
低	3224083
字	3223458
离	3221000
组	3218839
识	3202362
许	3196011
值	3184074
即	3176382
具	3175839
火	3159514
往	3143287
治	3141876
赛	3135313
命	3131883
户	3128617
集	3124164
满	3122975
言	3120199
况	3119648
根	3113962
失	3105325
则	3098464
热	3090846
显	3089780
续	3089255
音	3084179
项	3081774
育	3079226
速	3066318
英	3049230
称	3038828
必	3036484
企	3035614
支	3031235
象	3026454
李	3022064
随	3003805
早	2984320
州	2981156
刚	2977227
营	2971059
龙	2968534
案	2958050
黑	2956594
照	2953677
百	2953049
远	2949080
食	2946998
半	2943038
权	2940771
击	2934640
势	2929131
飞	2928009
京	2926268
查	2918728
历	2910838
共	2910515
团	2903605
足	2886628
效	2865138
局	2858532
病	2854548
存	2853215
约	2841645
叫	2838043
份	2834675
朋	2828594
妈	2821315
超	2810306
双	2805545
参	2796905
研	2795785
米	2792244
源	2790215
除	2767893
段	2746450
底	2736229
亚	2734820
义	2724078
脸	2710570
维	2709376
油	2708077
极	2693486
戏	2686695
器	2679032
谢	2676518
配	2668090
省	2647408
青	2640540
响	2632934
优	2629636
落	2628787
血	2617484
验	2599427
引	2598361
款	2595298
际	2591052
江	2588164
虽	2583132
率	2579402
玩	2566632
终	2562898
帮	2556458
错	2554852
阳	2553110
态	2550463
料	2541254
银	2527089
环	2517686
晚	2498494
排	2496599
限	2494372
云	2491906
够	2491025
助	2488776
石	2472729
升	2463995
养	2462184
演	2458933
似	2453228
黄	2451213
突	2448196
断	2445798
留	2440230
般	2435244
供	2423378
济	2418237
致	2411078
母	2397137
写	2390205
读	2388720
酒	2383960
究	2383437
属	2368169
模	2367786
罗	2358262
按	2349314
修	2347130
切	2346679
评	2345628
细	2344840
职	2341098
拿	2337432
置	2326819
财	2320706
希	2314521
官	2313563
奇	2310416
简	2308470
伤	2299926
获	2292024
护	2289828
阿	2281711
险	2279690
仅	2277304
预	2260635
父	2259798
香	2252725
乎	2229284
角	2227387
兴	2227159
绝	2225677
适	2223919
卡	2219468
素	2212902
武	2205287
购	2186224
差	2181911
销	2179531
故	2179188
待	2171572
防	2169545
脑	2162733
店	2150294
夫	2141690
依	2138583
古	2135644
居	2131203
衣	2129246
牌	2124328
构	2123824
巴	2119798
曾	2117081
岁	2112409
史	2110395
初	2110165
千	2108022
划	2105390
另	2099532
否	2096650
紧	2094010
境	2091931
普	2088410
健	2083286
群	2080364
哈	2079151
尽	2078062
景	2063720
互	2059044
哥	2056565
争	2056185
谁	2053432
讲	2048828
杀	2048538
某	2040395
举	2035206
责	2033744
皮	2027781
控	2027201
福	2026752
围	2023756
板	2022493
融	2020232
怕	2012997
压	2011588
害	2005986
药	2004148
破	2004044
委	2000333
列	1997471
竟	1995280
停	1993623
味	1991691
楼	1988996
兵	1987777
票	1980907
府	1980762
村	1973090
盘	1970926
温	1967135
坐	1959039
博	1958288
冷	1955728
警	1953445
积	1944056
充	1942988
择	1928579
送	1927910
兰	1910759
族	1910412
八	1906238
班	1905049
独	1902655
画	1897384
倒	1894951
招	1893759
负	1888340
止	1877297
状	1877260
诉	1871965
河	1869472
念	1862019
室	1857627
久	1855757
版	1850721
施	1843905
层	1843853
降	1842241
严	1841884
婚	1840761
刻	1836947
铁	1836678
慢	1835425
句	1830250
益	1829613
惊	1829014
灵	1822657
康	1821631
换	1819377
姐	1812922
富	1810789
例	1805262
六	1801894
采	1799344
刘	1799095
跑	1792772
令	1785538
章	1782123
园	1781614
剧	1777469
夜	1774749
陈	1772959
智	1772382
背	1771471
左	1771326
冲	1769119
艺	1762923
穿	1761753
免	1756055
策	1747307
魔	1735605
继	1735312
亿	1735283
右	1718177
座	1715669
拍	1702214
县	1701902
均	1700580
激	1699390
季	1695811
甚	1695043
土	1693093
愿	1690590
额	1689338
密	1687184
编	1684970
志	1684692
静	1679066
急	1675574
农	1668446
范	1662885
补	1662418
测	1658903
苦	1655124
朝	1654265
售	1652816
异	1642416
假	1639988
练	1636387
旅	1633671
担	1632737
监	1632707
货	1626700
汽	1622233
遇	1618863
短	1618810
亮	1617786
毕	1617444
减	1616240
纪	1616177
谈	1615076
承	1610759
卫	1598940
汉	1581871
雨	1578450
若	1574594
肉	1573698
怪	1570919
歌	1569597
律	1564291
波	1558767
闻	1555718
吸	1554612
痛	1553930
苏	1549641
春	1549612
块	1544689
弟	1540555
饭	1533406
域	1529949
七	1528658
码	1528565
印	1528540
付	1527967
丝	1525378
介	1520722
卖	1516097
套	1511812
镇	1511361
攻	1508442
党	1508357
追	1506185
略	1504400
木	1503527
余	1501248
您	1494184
丽	1493828
课	1492117
材	1491960
检	1490872
钟	1489317
睡	1487530
剑	1478391
疗	1469831
录	1468257
梦	1467989
牛	1460397
掉	1454917
露	1454848
疑	1452092
喝	1444153
协	1443711
松	1440358
爸	1439168
毛	1438539
靠	1438071
络	1435685
港	1433402
善	1432474
脚	1432465
坚	1423309
须	1422486
雪	1419497
享	1407565
顺	1399790
退	1397008
尼	1396148
察	1394440
菜	1392992
忙	1392516
核	1392387
湖	1385984
怀	1384210
派	1381054
欧	1378978
移	1368823
暗	1359136
贵	1351115
仍	1346810
玉	1345712
阵	1345032
良	1335664
端	1333615
威	1333240
纳	1332226
副	1330972
奖	1330145
软	1330007
占	1329780
彩	1322211
讯	1320738
载	1314301
午	1313686
洗	1312313
敢	1304038
胜	1303759
雷	1301442
沙	1299940
街	1299610
括	1299475
杨	1297383
批	1295105
临	1293778
九	1292138
券	1290774
乱	1289931
析	1284396
鱼	1284306
顾	1279657
陆	1279312
叶	1279167
含	1276209
粉	1274866
帝	1272259
操	1271586
冰	1262108
楚	1260104
航	1253077
索	1251899
妹	1246213
礼	1241760
秀	1237541
斗	1235498
托	1229279
织	1227242
永	1224701
播	1223312
毒	1222457
频	1221500
佛	1221486
呼	1213591
训	1207601
概	1206519
肯	1204665
币	1201970
沉	1199155
皇	1196989
登	1195732
洲	1193675
宁	1193238
宣	1182412
幸	1182230
守	1181373
轮	1180948
迷	1180212
涨	1179743
岛	1177513
笔	1176603
熟	1176550
救	1174212
庭	1168177
尚	1167658
词	1164622
弹	1163564
藏	1161020
圈	1159661
刀	1159319
射	1159065
审	1158656
趣	1153706
奥	1153175
稳	1152445
蓝	1149695
净	1149663
执	1140272
堂	1138617
巨	1134298
曲	1133652
草	1131574
革	1127545
树	1127149
缺	1123467
损	1122061
散	1121662
乡	1120991
征	1120133
渐	1118039
著	1114734
韩	1108900
拥	1108855
田	1108387
述	1108140
嘴	1103328
顶	1100472
借	1095906
申	1094316
鲜	1092966
馆	1092197
翻	1090704
税	1088610
醒	1085935
奶	1085023
附	1083657
顿	1080951
牙	1070496
伙	1067611
透	1066190
娘	1062919
夏	1062866
恶	1053771
餐	1053707
跳	1053581
茶	1052147
恋	1051539
爆	1050099
烈	1048105
赶	1042941
床	1041812
典	1040866
迎	1039208
既	1038586
蛋	1037865
爷	1036977
掌	1034109
架	1032678
懂	1032663
摄	1031737
脱	1030904
虑	1029016
输	1028886
圣	1026126
败	1025874
宫	1020927
睛	1019913
暴	1019442
恐	1017281
抗	1015247
胡	1014043
央	1013149
序	1012401
讨	1012066
丰	1011372
耳	1007723
避	1007656
野	1007466
坏	1003430
绿	1002921
抱	1002368
秋	1001891
判	1001164
归	1000687
硬	1000242
培	999208
麻	995882
挥	991744
刺	987315
绩	985234
休	983189
阴	981318
秘	980469
雅	979453
呀	978722
幅	974680
淡	973838
绍	972656
误	970310
狗	968610
辆	964507
抓	961132
默	960900
释	958925
杂	958602
启	956970
莫	956938
混	950608
隐	949529
宗	949469
浪	948936
赵	946489
昨	944737
舞	944563
阶	944354
困	942815
甲	941991
骨	941014
童	940946
旁	940057
湾	936703
肤	936263
竞	936088
私	935698
阅	930156
兄	929784
虚	925584
烟	922567
债	922540
厂	921769
伊	920112
偏	919963
厅	919673
封	919304
盖	919239
缓	919172
鬼	918863
恩	918765
洋	918734
签	917279
搭	917037
庆	915503
础	914797
劳	913805
禁	913686
孙	913444
累	910877
患	910651
镜	910006
啦	907002
键	903857
忽	902478
忘	900495
灯	900456
吉	897615
席	896606
弱	893920
摇	891737
症	891249
贴	890610
危	889172
努	888183
逐	886032
川	885658
库	883826
震	883065
佳	883028
探	880643
罪	879519
呵	878318
齐	874812
旧	873361
荐	872873
忍	871224
估	870921
杯	868375
毫	867601
鸡	867042
束	865311
狂	863481
触	863296
润	860305
末	860139
颜	858039
尤	857706
询	857298
握	855504
屋	851670
峰	851431
伴	848704
聊	848224
搞	847659
距	847166
寻	847022
烦	846844
犯	846237
哦	845620
敌	844100
挂	843262
折	842840
汇	839446
吴	838059
纯	835329
诺	834205
船	833101
唱	830866
纸	829711
驾	828172
卷	828054
针	827816
遍	827387
跌	825771
饮	824370
寒	820547
漫	819503
妇	818237
君	817932
哭	817831
唐	817714
虎	817322
枪	815964
聚	814226
宜	813806
雄	811248
贷	811034
诗	810242
婆	808116
伦	804101
盛	800074
延	799977
酸	796694
幕	795187
扬	793664
弃	793351
谓	792410
蒙	791165
挑	790065
烧	787164
侧	786972
纷	786754
届	785279
辑	783933
访	781548
腿	779681
闪	779176
染	775996
综	773804
亡	772763
梅	771819
授	771699
圆	770869
障	770698
惯	769519
挺	769065
遗	767542
鲁	767430
巧	767192
固	766090
森	765185
晓	763829
驻	763395
零	761769
骑	761611
欲	760576
搜	755982
妻	752870
泰	752255
贝	752175
赞	750834
盟	749641
荣	748383
筑	747142
饰	746928
塔	746318
惠	742258
舒	740070
桥	738925
迪	735472
逃	731251
租	730225
杰	728379
丁	724571
豆	722768
违	722732
促	721943
豪	719738
宽	719051
窗	718478
庄	717887
珠	714366
董	713421
液	713324
肥	711056
塞	710169
摆	708649
尊	704039
伯	704002
仙	701732
洛	700773
逼	700333
订	699736
箱	699194
冬	698349
途	697012
瑞	695772
符	695734
唯	695087
胸	693588
涉	692669
厚	691258
抽	689773
偷	689765
亦	688226
姑	687419
舍	687401
抢	687093
怒	684245
敏	682430
桌	681572
柔	681313
墙	679873
泪	679834
凡	677028
悉	673814
诚	673366
紫	672597
洞	671922
腾	671905
宇	670124
滑	668182
冠	668025
伟	667662
糖	667171
萨	666755
弄	665203
乘	660662
摩	660006
截	659853
潮	656781
猫	656760
勇	656635
篇	655082
晨	654386
刷	652368
驶	652053
闭	651362
丹	650363
徐	648363
姓	646295
谷	641990
遭	641852
暖	641407
骗	640893
辈	640003
龄	639332
缘	638602
菲	638595
忆	635656
舰	632474
朱	631361
秦	631314
旗	631264
娱	628153
伸	625537
嘛	623825
祖	622915
缩	622600
尾	622009
迹	621748
督	621564
予	621013
鼓	619916
洁	617621
宋	617053
账	614031
郑	613714
孕	611254
朗	610799
炎	609909
迅	609281
凌	608830
猛	608430
钢	606835
倍	605961
劲	604625
泡	604430
汤	602833
呆	602129
冒	602055
闹	598975
详	598845
猪	598687
残	598632
俄	597503
隔	596797
疾	596520
厉	594961
仪	594500
乌	594022
肌	593514
偶	592570
摸	591215
替	588796
漂	587405
敬	585567
陪	583759
暂	582446
骂	582249
扩	581404
拜	580171
植	579976
召	579478
链	578724
邀	578353
屏	578288
莱	577374
潜	576858
幻	575903
灭	575821
戴	575172
津	574186
仿	572105
腰	572066
奋	572037
凭	570679
疼	570636
嘉	570524
袋	569721
坦	569665
储	567409
诸	567070
奔	566156
阻	566005
碰	565403
喊	564312
剩	563416
炸	560128
映	559489
兽	556388
闲	556286
绪	555858
叹	555839
帅	555195
妙	555166
曼	554270
横	554197
献	553512
抵	552859
勒	551922
泽	551046
梁	550714
吐	548109
赚	546896
池	546752
赏	546716
励	545430
册	544042
凉	543733
锅	543555
鞋	542060
扫	541362
荡	540937
孔	538751
趋	537851
尖	534187
贫	533554
描	531903
焦	531416
眉	530895
址	530505
档	530164
撞	530025
叔	528607
扎	527337
欣	526886
徒	526487
锋	526016
宿	524783
鼻	524392
凤	523857
狼	523193
惜	522233
炼	522218
羽	521017
陷	519041
聘	518074
辛	515445
姆	513726
拔	513418
旦	512896
污	512849
衡	512142
悲	510750
措	510717
拼	510644
慧	510561
甜	510273
仁	509795
孤	509025
恨	508694
娜	508639
袭	507399
灰	507029
仔	506859
湿	506643
瓦	506548
麦	504126
氏	504101
圳	503972
页	503547
艾	503116
魂	501832
杜	501370
肩	500027
稍	499001
拒	498593
扶	498280
胎	498150
乳	497701
俗	496810
凯	495979
狠	495101
耐	494859
递	494558
赢	494180
胆	493688
幼	493662
瘦	492871
宾	490269
沈	489999
珍	488504
锁	486773
甘	486173
抬	485781
羊	484823
插	484286
迫	482574
咨	482534
沟	482148
颗	480759
磨	480740
番	480419
夺	480405
浓	479605
疯	479564
汗	479507
添	479445
籍	479019
拟	478419
碎	478378
吓	477889
鸟	477696
隆	476759
彻	475020
繁	474745
妆	474197
邮	474068
恢	474029
泉	472697
瓶	472124
撑	472103
径	471707
貌	471700
岸	471536
沿	471265
啥	470964
脂	469210
脏	466745
柳	466236
尝	463704
仓	463001
贸	462670
晶	462635
瓜	462398
吹	462171
挡	461826
裁	461818
拳	461698
胖	461109
盈	460422
咱	460057
壁	459869
燃	458928
犹	458891
傻	457955
炮	457434
绕	457074
飘	457067
驱	456902
罚	456753
谋	453864
萧	452034
瞬	451688
洪	450840
废	449570
轨	449100
侵	448770
扣	448700
滴	447547
倾	447384
腹	446837
澳	445363
刑	444972
奈	444870
跨	443909
秒	442977
跃	441859
呈	440451
粗	439942
惑	439593
燕	439156
浮	438491
殊	438361
岗	438269
忠	438238
穷	438141
脉	437443
迟	437007
薄	435564
丈	434658
坛	434513
兼	434126
郭	433046
佩	432480
滚	431506
耗	430935
郁	430212
糊	430082
译	429470
铺	429413
裂	429224
箭	428821
丢	428727
嫌	428426
霸	426054
筹	425410
忧	423816
苹	422346
堆	421376
俩	421363
篮	420872
盗	420512
幽	420466
熊	420091
亏	419760
擦	419375
辣	419251
妖	418768
俊	418510
喷	416948
昌	415933
炒	415712
祝	415413
胃	415365
嘿	415229
拖	414771
伏	414693
琴	413668
淘	412542
剂	412253
臣	411882
恒	411624
坡	411485
允	410505
纹	410417
蜜	409602
泛	409419
诊	409078
翼	408221
狐	407248
猜	406735
乏	404881
桃	403542
援	401120
裤	399897
爽	399202
辉	398093
旋	398011
癌	397928
壮	397770
扰	397324
辅	397112
膜	396641
玛	395667
尿	395377
盐	394942
毁	394727
尘	394425
览	393941
榜	393364
返	392044
惨	391105
酷	389104
戒	387660
耀	387324
泥	386938
伍	385557
振	385442
邦	385127
灾	384679
寸	384317
尸	383441
肠	383351
矿	383107
胞	382278
扑	382233
墨	381446
烂	380489
竹	379920
覆	379813
捷	379317
纵	379148
宅	378527
巡	377823
涂	377014
辞	376250
虫	375467
尺	375100
御	373800
眠	373154
郎	372057
埃	371561
腐	371233
宏	370796
偿	370783
朵	370681
赖	370578
椅	370304
雾	369883
凝	369589
鉴	369530
罢	369249
玄	368836
姿	366427
扭	365893
曹	365576
盾	365028
寿	363949
怨	363546
迁	362312
醉	362258
哲	362034
乔	361683
奏	361637
署	358916
彼	358908
抑	358649
斤	358561
慕	358013
厌	357280
艳	357023
肚	355769
浩	355730
躲	355700
荷	355660
仰	355191
咬	355006
肝	353323
莉	353070
聪	352082
咖	350946
勤	350664
蒂	349962
赤	349740
堡	349195
杭	349066
塑	348624
纠	347845
踏	347635
井	347314
殿	347271
闷	347231
薪	346984
填	346231
恼	345016
莲	344402
赔	344374
爬	344017
誉	343910
肖	343772
遥	343184
畅	342361
傲	342075
赫	340422
悄	340300
披	340091
稿	339915
芳	339570
躺	339473
牵	339214
寺	339017
乃	338952
梯	338381
辖	338365
割	337465
悟	337175
皆	336132
杆	335613
募	335174
俱	334548
菌	334195
姻	332397
傅	332227
恰	331465
肿	331315
锦	330988
夹	330305
搬	329696
奉	329292
浙	328954
浅	326004
厨	325539
宠	324966
踪	324349
钻	324182
弯	323979
栏	323897
仇	323666
侠	323214
愈	323185
昆	323073
柱	320818
悦	320784
械	320189
悬	319728
逆	319682
臂	319593
悠	319357
抛	319326
慰	318980
娇	318772
撒	318048
悔	317294
卓	316155
黎	315974
凶	315782
婴	315203
愤	314767
岩	314615
萌	314416
循	314187
拆	313949
坑	313686
涌	313553
魅	312388
劝	312314
吵	312287
撤	311839
胶	311448
碗	311331
晋	311080
碍	310658
谱	310602
煤	310509
桑	309875
丑	309780
柜	309657
沃	309005
棒	308294
帐	308059
卧	306506
渠	306297
娃	305838
肃	305574
蛇	305469
滋	305193
挤	304897
姜	304877
粮	303964
玻	302477
扮	302409
鸣	302362
惧	302210
煮	302176
稀	301849
役	301778
璃	301353
厦	301088
氧	300558
懒	300462
唇	300074
喂	299819
忌	299812
纽	299225
拓	299002
晒	298711
晕	298234
挣	298044
卢	298013
匹	297306
崇	297152
贯	296730
挖	296517
弗	296328
墓	296186
苍	296133
昏	296078
抖	294825
矛	294656
硕	293680
轰	291830
荒	291658
漏	291609
桶	291583
齿	291494
慌	290887
脆	290490
翔	289943
廷	289895
邪	289846
慎	289303
哼	289032
芒	288913
吨	288839
孟	288807
垂	288655
贡	288208
堪	287838
践	287393
斑	287268
耶	286836
啡	286258
欺	285587
玲	285516
捕	285475
疲	285269
陶	285219
怖	284025
屁	281592
蒋	281112
穆	281071
帕	281055
嫁	280894
抚	280757
丧	280540
拨	280218
携	280191
祥	280099
鼠	279808
屈	279340
鹰	279259
霍	279231
盯	279007
棋	278730
锐	278527
裙	278525
怜	278509
删	277905
氛	277330
迈	277317
狱	277176
诱	277145
嗯	276768
苗	276333
涵	276059
缴	275896
逻	275401
疆	275246
绘	275012
侯	274976
渡	274797
痕	274791
颇	274523
晃	274484
旺	272758
牢	272316
琳	271804
饱	271566
汁	271478
铜	270600
葡	270344
魏	270096
吻	267960
枝	267902
浑	267350
揭	267163
敲	267068
贼	266206
辩	266009
赌	265359
盒	265173
猎	264395
陵	264291
烤	264199
埋	264043
贤	263713
溪	263420
茫	263355
邻	263346
串	262896
脾	262821
曝	262695
伪	262532
雕	262505
疫	262198
贾	262167
舌	261577
冯	260569
掩	260351
槽	259018
腔	258869
刊	258338
慈	258292
寄	257889
粒	257629
夸	257588
岳	257289
袖	257039
陌	256432
徽	256387
抹	255890
垃	255753
颈	254742
臭	254446
萄	254301
圾	254026
豫	252685
盆	252653
扯	252581
泄	252489
谨	252321
奴	252272
滨	252026
叉	251376
皱	250860
汪	250738
驰	250601
膀	250500
妮	250457
炉	250145
衰	249826
囊	249119
扔	248910
碧	248316
羞	247475
蛮	247319
霜	247072
邓	247017
廉	246852
轩	246788
肾	246468
晴	245319
辰	245225
桂	245026
吕	244887
遵	244632
欠	243435
冻	243376
柏	243273
辽	242630
匆	242572
逸	241480
姨	241244
乙	240954
孝	240692
歉	240656
摘	240644
窝	240625
唤	240580
哎	240572
蔡	240497
袁	239761
爹	239528
祭	239387
涛	239309
昂	239282
酱	239053
庞	238751
芝	238407
糕	238179
锻	238137
莎	237902
贪	236918
阁	236143
殖	235846
寂	235764
催	235437
肺	235383
纤	235137
枫	234798
颤	233936
斜	233804
葛	233783
缠	233685
睁	233682
枚	233549
堵	233513
鹏	233464
劫	232748
牧	232133
艰	231991
拾	231835
勾	231107
缝	230766
壳	230494
巾	229631
刹	229444
椒	229366
踢	227724
弥	227244
丫	227234
框	226987
晰	226771
押	226346
韦	224738
阔	224318
卜	224133
趁	223552
剪	223477
漠	223469
轴	223359
痴	223157
疏	222985
饿	222924
愣	222914
颖	222666
瞧	222584
鹿	221211
赴	221094
翠	220851
吞	219775
胁	219686
尬	218969
庙	218861
蜂	218368
糟	218105
砸	217886
乖	217729
矩	217435
吊	217228
撕	216875
尴	216870
彭	216655
赋	216623
粘	216325
砍	216234
摔	215156
咳	214859
逊	214634
妥	214014
凑	213840
朴	213814
罩	213715
摊	213615
卵	213406
敦	212567
辨	212466
帽	212381
饼	212301
柴	212244
祸	211336
薇	211198
淋	211008
蒸	210987
爵	210843
霞	210659
涯	210500
哀	210368
绵	210081
磁	209239
沪	208755
浦	208423
砖	207867
兔	207799
逢	207317
勃	207266
岭	207043
诞	206996
浴	206978
瞪	206778
穴	206657
惹	206215
铃	205755
萝	205245
芬	204981
柯	204155
腺	202882
碑	202645
虹	202635
逛	202218
兹	202159
仲	201915
痘	201447
鸿	201377
恭	201301
讶	201295
暑	200855
婷	200772
泳	200676
跪	200664
劣	200587
渴	200321
赠	199753
纲	199106
戈	198899
舟	198871
绑	197304
契	197277
吼	197030
宴	196602
扇	196508
贺	196484
姚	196375
衫	196127
肪	195901
胀	195634
毅	195599
笼	195522
骤	195274
卑	195056
棉	194733
遮	194676
嘻	194673
叛	194634
弓	194395
瘤	193834
狮	193788
捐	193460
嫩	193417
咽	193145
谅	192404
寨	192327
洒	192312
筋	192061
侦	191798
葱	191592
盲	190927
夕	190905
熙	190703
抄	190633
崩	190276
侍	189924
浸	189872
熬	189736
诈	189504
蔬	189007
溜	188994
拦	188462
纱	187652
奸	187643
瓷	187419
腻	187371
伐	187278
翰	186914
郡	185894
溃	185797
愁	185695
猴	185634
馨	185548
漆	185534
蕾	185389
辱	185302
裸	184810
叠	184810
吟	184603
渣	184543
燥	184534
斥	183363
宙	183160
葬	183152
逝	182861
滩	182214
捧	181825
函	181526
脖	180937
戚	180805
潘	180589
勉	180362
逗	179624
廊	179597
锡	179400
陕	179210
腊	179112
怡	179032
湘	178696
匙	178280
斩	178171
僧	177968
瑟	177652
灌	177584
踩	177439
兑	177427
履	177415
亭	177369
蓄	177339
甩	177251
捉	176305
鼎	176239
唉	176018
僵	175926
掘	175921
岂	175843
轿	175597
喘	174357
艘	174278
歧	174166
帖	174120
蝶	173859
虾	173793
咒	173576
旨	173179
骚	172979
韵	172746
愉	172137
庸	171884
耍	171880
匀	171403
艇	171390
峡	171369
愧	171062
蓉	170611
樱	170228
仗	169823
颁	169377
掏	169130
闯	168550
崔	167957
颠	167914
丘	167845
谐	167650
泌	167313
鸭	167038
坊	166927
妃	166164
芯	166010
厕	165748
媚	165733
垫	165627
绳	165423
碳	165353
侣	165316
叙	164935
莹	164853
丸	163727
膝	163328
奢	162974
妨	162878
澡	162208
笨	161970
憾	161770
焰	161760
衬	161615
曰	161522
酬	161477
溶	161340
吾	161202
玫	160445
啪	160416
嘲	160381
挽	159854
蟹	159638
膏	159396
冥	159190
擅	158976
沫	158873
牲	158678
贬	158586
裕	158549
丛	158018
躁	157470
衷	157217
塘	156821
姬	156704
佐	156480
厢	156443
